Number,Title
013111,"Didaktik I & II: Didaktik der Zahlen, Linearen Algebra und Geometrie"
013112,Stochastik und ihre Didaktik
013113,Stochastik und ihre Didaktik
080057,Einführung in die elektrische Energietechnik
1011102,Geschichte der Baukunst II (Modul 111)
124047,Einführung in die Schulpädagogik
124101,Einführung in die Soziale Arbeit
124300,Einführung in die Erziehungswissenschaft
124316,Einführung in die Sozialisationstheorien
131312,Einführung in den Förderschwerpunkt  geistige Entwicklung: Medizinische und andere lebensbedeutsame Aspekte
131430,"Grundlegende Entwicklungsbereiche im FS GG: Entwicklung, Diagnose, Prävention, Intervention"
133778,Inklusive Unterrichtsentwicklung
133899,Entwicklungsmodelle des Kindes- und Jugendalters/ Entwicklungspsychologie und Entwicklungspathologie
150111,Einführung in die Sprachwissenschaft
150112,Einführung in die Sprachwissenschaft
150113,Einführung in die Sprachwissenschaft
124750,Grundlagen der Diagnostik in pädagogischen Handlungsfeldern
132152,Modelle und Methoden der Diagnose und individuellen Förderung
132159,Grundlagen der Diagnostik in pädagogischen Handlungsfeldern
011xxx,"Bedarfsabfrage für Vorlesungen, Proseminare und Seminare im Lehramt Gymnasium (Fach)"
124717,Entwicklungspsychologie II: Aktuelle Debatten in der Entwicklungspsychologie
124743,Vertiefung Differentielle Psychologie
124744,Vertiefung Pädagogische Psychologie: Einstellungen und Überzeugungen im Kontext Schule
013058,Theorie-Praxis-Seminar (Grundschule)
013059,Theorie-Praxis-Seminar (Haupt- Real- Gesamtschule / Berufskolleg & Gymnasium)
013060,Ausgewählte Kapitel der Mathematikdidaktik (Grundschule)
013061,Ausgewählte Kapitel der Mathematikdidaktik (Haupt-/Realschule)
013062,Theorie-Seminar: Begleitseminar zur Masterarbeit (Grundschule)
013063,Theorie-Seminar: Begleitseminar zur Masterarbeit (Sekundarstufe)
013115,Grundlegende Ideen der Mathematikdidaktik der Primarstufe
013050,Arithmetik in der Primarstufe
013051,Algebra und Funktionen in der Sekundarstufe I
013053,"Mathematische Lehr- und Lernprozesse-Theorie, Experiment, Analyse (Haupt-& Realschule)"
013054,Diagnose und Anleitung von mathematischen Lernprozessen (Grundschule)
013055,"Diagnose und Anleitung von mathematischen Lernprozessen (Haupt, -Real-, Gesamtschule)"
013116,Grundlegende Ideen der Mathematikdidaktik der Primarstufe
013170,Diagnose und Förderung I (HR & BK)
074000,Arbeits- und Produktionssysteme I
074001,Arbeits- und Produktionssysteme I
074083,Einführung in das logistische Fachlabor (APS)
074085,Exkursion in Industrieunternehmen
074087,Fachwissenschaftliche Projektarbeit
074088,Bachelorarbeit
074010,Arbeitssystemgestaltung I
074011,Arbeitssystemgestaltung I
074024,Arbeits- und Produktionssysteme III
074025,Arbeits- und Produktionssysteme III
074084,Einführung in das ingenieurwissenschaftliche Fachlabor (APS)
074086,Projektarbeit
074088,Masterarbeit
075500,Strömungsmechanik I
075501,Strömungsmechanik I
075585,Exkursion in Industrieunternehmen
075587,Fachwissenschaftliche Projektarbeit
075588,Bachelorarbeit
075510,Fluidenergiemaschinen III (Dampfturbinen)
075511,Fluidenergiemaschinen III (Dampfturbinen)
075514,Fluidenergiemaschinen V (Wasserturbinen) - siehe Homepage Fluidtechnik
075515,Fluidenergiemaschinen V (Wasserturbinen)- siehe Homepage Fluidtechnik
075585,Fachlabor
075589,Masterarbeit
078569,Wissenschaftlich präsentieren
092011,Aktuelle Debatten in Raumforschung und Raumplanung
092012b,Moderationsseminar
092012c,Wie zuverlässig ist Wissenschaft?
092012e,Masterplanungen: Einführung und Setting für einen Masterplan (Ruhrtal)
092012g,"Würde, Gerechtigkeit und so´n Zeugs"
09202107,M 07 - Evaluation European Green Capital Essen 2017
09202108,M 08 Verkehrswende in europäischen Städten
09202110,M 10 - Bewertung der Grünversorgung in den Innenstädten des Ruhrgebiets – Verbesserung des Innenstadtklimas zum Schutz vor sommerlicher Überhitzung
09202205,E 05 - Leitbilder der Quartiersentwicklung - Blankenburger Süden in Berlin
09202206,E 06 - Bochumer Flüssesiedlung
09202207,E 07 - Dortmund 2040
0920321,"""Storytelling"" in der strategischen Regionalentwicklung"
0920322,Globale Raumentwicklung und Urbanisierung
0920323,Strategische Stadt- und Regionalentwicklung - Planen in Stadt- und Metropolräumen
0920324,Regionale Strukturpolitik zwischen Wachstums- und Ausgleichszielen
0920325,Planungsinstrumente in der Wohnungspolitik
0920331a,Methoden des städtebaulichen Entwerfens - From Walled City to integrated City
0920331b,Methoden des städtebaulichen Entwerfens - Zukunft von gestern für morgen
0920331c,Methoden des städtebaulichen Entwerfens - Neue Mitte für Herne-Baukau
0920334,Der Bebauungsplan als Instrument der Qualitätssicherung im Städtebau
0920342,Umgang mit raumrelevanten Risiken und Klimafolgen in der Raumplanung
0920343,Entwicklung und Anwendung von Landschaftsindizes
0920344,Methoden der Umweltplanung und Forschung
0920345,Freiraumplanung und Stadtökologie
0920351,Verkehrsplanung: Strategien und Konzepte
0920352,Wanderungs- und Wohnstandortentscheidungen von Haushalten: Motivuntersuchungen und Datenanalysen
0920353,Smart Cities: Stadtentwicklung und urbanes Leben in der Digitalmoderne
11xxxx,Privatrecht
11xxxx,Einführung in das Operations Research
11xxxx,Financial Modelling
11xxxx,Datenmanagement: Design und Nutzung betrieblicher Informationssysteme
11xxxx,Ertragsteuern
11xxxx,Grundlagen der internationalen Rechnungslegung
11xxxx,"Human Resources: Personalauswahl, -entwicklung und -führung"
11xxxx,Instrumente des Controlling
11xxxx,Introduction to International Accounting
11xxxx,"Investitions-, Portfolio- und Risikomanagement"
11xxxx,Marketingplanung
11xxxx,Projekt zu aktuellen Themen der Wirtschaftsinformatik: E-Venture
11xxxx,Strategisches Management
11xxxx,Supply Chain Management
11xxxx,Beschäftigungstheorie und Arbeitsmärkte
11xxxx,Labor Markets and Employment Theory
11xxxx,Geldpolitik
11xxxx,Humankapital und die Wissensgesellschaft
11xxxx,Preis- und Allokationstheorie
11xxxx,Theorie der Wirtschaftspolitik
11xxxx,Applied Economics
11xxxx,Finance
11xxxx,Human Resource Management I
11xxxx,Human Resource Management II
11xxxx,Internationale Rechnungslegung und Wirtschaftsprüfung
11xxxx,Makroökonomie
11xxxx,Marketing
11xxxx,Operations Research
11xxxx,Produktion und Logistik
11xxxx,Technologiemanagement
11xxxx,Unternehmensbesteuerung
11xxxx,Unternehmensführung
11xxxx,Unternehmensrechnung und Controlling I
11xxxx,Unternehmensrechnung und Controlling II
11xxxx,Unternehmensrechnung und Controlling III
11xxxx,Wirtschaftsinformatik I
11xxxx,Wirtschaftsinformatik II
11xxxx,Wirtschaftspolitik
11xxxx,Moderation und Beratung
11xxxx,Accounting&Finance
11xxxx,Entrepreneurship
11xxxx,Marketing I
11xxxx,Marketing II
11xxxx,Unternehmensrechnung und Controlling
11xxxx,"Urbane, regionale und internationale Wirtschaftsbeziehungen"
11xxxx,Wirtschafts- und Industriesoziologie
11xxxx,Wirtschaftsinformatik
11xxxx,Advanced business cycle analysis
11xxxx,Foundations and Utilization of Systematic and Strategic Entrepreneurship in Complex Systems
11xxxx,Quantitative Finance
11xxxx,"Research Topics in Finance, Risk- and Resourcemanagement and Quantitative Research Methods"
11xxxx,Industrial Marketing
11xxxx,"Auctions: Theory, Applications, and Experiments"
11xxxx,Opportunity Recognition
11xxxx,New Product Management
11xxxx,Strategy and Technology Case Studies
11xxxx,New Innovative Forms of Product Development
11xxxx,Globalisation
11xxxx,Topics in Spatial Economics
11xxxx,Handlungs- und Entscheidungstheorie
11xxxx,Management komplexer Systeme
11xxxx,Autonome technische Systeme
11xxxx,Die Technik der Web-Gesellschaft
11xxxx,Aktuelle Debatten der Techniksoziologie
11xxxx,Projektseminar Innovations- und Techniksoziologie - Connective Innovation
11xxxx,Dienstleistungsproduktion
11xxxx,Innovationsökonomik
11xxxx,Seminar zur Wirtschaftspolitik
11xxxx,Individuelle Förderung in wirtschaftswissenschaftlichen Lernprozessen
11xxxx,Wirtschaftsdidaktisches Begleitseminar zum Berufsfeldpraktikum
11xxxx,Modellbildung und Simulation in der Wirtschaftswissenschaft und Ökonomischen Bildung
11xxxx,Projektarbeit zur Ökonomischen Bildung
11xxxx,Praktische Wirtschaftsdidaktik
11xxxx,Begleitseminar zum Praxissemester
124349,Vermittlung wissenschaftlichen Wissens
124716,Entwicklungspsychologie I
124718,Sozialpsychologie I: Einführung in die Sozialpsychologie
124719,Arbeits- und Organisationspsychologie: Einführung in die Arbeits- und Organisationspsychologie
124721,Klinische Psychologie II: Klinische Kinder- und Jugendpsychologie
124344,Die Endlichkeit der Vernunft. Positionen der Hegel-Kritik
124706,Begleitseminar zum Berufsfeldpraktikum
124720,Sozialpsychologie II
124728,Sozialpsychologie II
124701,Einführung in die Psychologie
124707,Forschungsmethoden II
124708,Experimentalpsychologisches Praktikum: Entwicklungspsychologie
124709,Experimentalpsychologisches Praktikum: Entwicklungspsychologie
124710,Experimentalpsychologisches Praktikum: Allgemeine Psychologie
124711,Experimentalpsychologisches Praktikum
124712,Differentielle Psychologie II: Intelligenz
124713,Differentielle Psychologie II: Intelligenz
124702,Fachdidaktik II: GyGe
124703,Fachdidaktik II: BK
124704,Projektseminar (BK)
124705,Projektseminar(GyGe)
124714,Diagnose und individuelle Förderung
124715,Diagnose und individuelle Förderung
124722,Wahlpflichtseminar Allgemeine Psychologie I: Mythen über Geist und Gehirn auf dem Prüfstand.
124723,Wahlpflichtseminar Arbeits- und Organisationspsychologie
124726,Wahlpflichtseminar Entwicklungspsychologie
124727,Wahlpflichtseminar Klinische Psychologie
124729,Vertiefung Forschungsmethoden/Datenanalyse
124731,Kolloquium Entwicklungspsychologie
124732,"Kolloquium Sozial-, Arbeits- und Organisationspsychologie"
124733,Theorie-Praxis-Seminar (Praxissemester)
124734,Begleitseminar zu 123731: Praxissemester
124735,Prävention und Intervention
124736,Beratung
124737,NEUER TERMIN!! Methoden des Psychologieunterrichts
124739,Vertiefung Klinische Psychologie - Beratung und Therapie in der Kinder- und Jugendpsychologie
124740,Vertiefung Entwicklungspsychologie: Wir und die Anderen. Die Entwicklung der menschlichen Moral.
124741,Vertiefung Sozialpsychologie/ Sozialpsychologie III
124742,NEUER RAUM! Vertiefung Allgemeine Psychologie I: Die Wissenschaft vom erfolgreichen Lernen.
124749,Vertiefung Arbeits- und Organisationspsychologie: Occupational Health
124745,"Master-Begleitseminar: Sozial-, Arbeits- und Organisationspsychologie"
124746,Master-Begleitseminar: Entwicklungspsychologie
124747,Master-Begleitseminar: Pädagogische Psychologie
124143,Fachdidaktisches Begleitseminar
124156,Fachdidaktisches Begleitseminar
124136,Theorien Sozialer Arbeit
124137,Forschungsmethoden
124138,Empirische Forschung in der Sozialen Arbeit
124620,Sachunterrichtsdidaktik - Einführungsvorlesung
124626,Unterrichtsplanung im Sachunterricht II
124627,Unterrichtsplanung im Sachunterricht I
124616,Unterrichtsplanung (HRSGe/GyGe)
124201,Lektüre empirischer pädagogischer Forschungsergebnisse
124541,Grundlagen des Bildungsmanagements
124216,Pädagogisch-psychologische Theorie für den schulpraktischen Kontext
124237,"Bildungsungleichheit: Konzepte, Maße und Genese"
124413,Persönlichkeit und Beruf
124236,Grundlagen des Change Managements
124207,Praxisseminar Evaluation
124102,Historisch-systematische Grundlagen der Sozialen Arbeit
124158,ENTFÄLLT: Historisch-systematische Grundlagen der Sozialen Arbeit
124103,Einführung Professionalität und Handlungskompetenz
124104,Professionelle Haltung
124105,Lebenslagen und Lebensformen
124106,Aufwachsen unter erschwerten Bedingungen
124107,Einführung in die Sozialen Dienste
124108,Kinderschutz in den sozialen Diensten
124109,Erklärfilmprojekt Ombudschaften NRW Teil I
124110,Erklärfilmprojekt Ombudschaften NRW Teil II
124111,Motivierende Gesprächsführung
124159,Arbeitsfelder der Sozialen Arbeit
124160,Soziale Arbeit und Gesundheit
124112,Theorien Sozialer Arbeit
124113,NEUER RAUM! Einführung in die Methoden qualitativer (Sozial)Forschung
134604,Begleitveranstaltung Projektgruppe 3.3
133517,Diagnostik und Intervention im Lernbereich Mathematik: Einführung Fachdidaktik Mathematik
133732,Planung und Evaluation individueller Förderung im Förderschwerpunkt Lernen
133755,Diagnose und Intervention im Lernbereich Mathematik: Tests und Trainings für die Grundschule und die Sekundarstufe I
133758,Produktiver Lese- und Lektüreunterricht in heterogenen Lerngruppen
133763,Diagnose und Intervention im Lernbereich Mathematik bezüglich vorschulischer Kompetenzen und dem Primarbereich
133767,Einführung in die Fachdidaktik Deutsch
133791,Orthographieerwerb im inklusiven Unterricht
133793,Schriftspracherwerb und LRS unter den Bedingungen von Heterogenität im Klassenzimmer
132479,Wenn Schüler stören ... Professioneller Umgang mit Unterrichtsstörungen
132493,Natur- und gesellschaftswissenschaftliche Inhalte bei Lernbeeinträchtigungen: Das Fach Geschichte/Politik an der Förderschule Lernen - Hilfen für einen handlungsorientierten und zeitgemäßen Unterricht
133506,Gezielte Förderdiagnose im Förderschwerpunkt Lernen: Praxisnahe Auswahl und Handhabung von Diagnosematerialien und -verfahren im Rahmen der AO-SF
133519,PowerPoint interaktiv. Möglichkeiten einer Powerpoint gestützten Diagnose und Förderung in den Lernbereichen Deutsch und Mathematik: Programmerstellung und Evaluation
133540,"""Schraip wi du schprichsd"" Vorläuferfähigkeiten und der Einstieg in den Schriftspracherwerb im Förderschwerpunkt Lernen"
133737,Medienerziehung und Medienkompetenzerwerb mit lernbeeinträchtigten Schülerinnen und Schülern an konkreten Unterrichtsbeispielen
133752,Forschendes Lernen: formelle und informelle Diagnostik für die Lernbereiche Deutsch und Mathematik
133753,Pädagogische Ansätze zur Unterrichtsorganisation im inklusiven Setting (Klassenzimmer)
133760,Naturwissenschaftliche Bildung im Förderschwerpunkt Lernen
133762,Konzepte und Methoden Sonderpädagogischer Förderung in ausgewählten Lernbereichen: Lehrkraftzentrierte und inklusive Unterrichtsmethoden
133764,"""Was kann ich gut, was möchte ich werden?"" Potentiale erkennen - Berufsorientierung im Förderschwerpunkt Lernen"
133768,Forschendes Lernen: Fachspezifische Diagnosekompetenz für inklusiven Unterricht
133769,Forschendes Lernen: Fachspezifische Diagnosekompetenz für inklusiven Unterricht
133792,„Was glaubst du denn?“- Forschendes Lernen zu sozialer und weltanschaulicher Vielfalt
133857,"Forschendes Lernen in verschiedenen pädagogischen Organisationsformen, Institutionen und Arbeitsfeldern- mit dem Schwerpunkt: ""Rund um das Studium"""
134455,Spezifische Fragestellungen zur Unterrichtsorganisation: Soziales Lernen mit Lernleitern
134468,Spezifische Fragestellungen der Didaktik: Förderplanung im Gemeinsamen Lernen
133364,Familienbezogene Ansätze
133372,Wissenschaftliches und empirisches Arbeiten als Vorbereitung zur Masterarbeit
133872,Präventions- und Interventionsmaßnahmen bei emotionalen Störungen im Kindes- und Jugendalter
134466,Kooperation mit Eltern. Grundlegende Überlegungen zum Thema „Elternarbeit“ sowie reflexives Erarbeiten basaler Elemente zum Kommunikationsverständnis für einen optimierten Prozess.
131315,"Farben, Formen, Zahlen - Mathematikunterricht an der Förderschule mit dem Förderschwerpunkt geistige Entwicklung"
131335,Aspekte des Schriftspracherwerbs an der Förderschule mit dem Förderschwerpunkt geistige Entwicklung
134352,Kunst und geistige Behinderung
131423,Biografiearbeit
131425,Graue Panter oder altes Eisen? Älter werdende Menschen mit geistiger Behinderung
134358,Genetische Syndrome I
134360,Verhaltensauffälligkeiten bei Menschen mit geistiger Behinderung
134373,Prävention von sexuellen Missbrauch
132904,Anfangsunterricht bei Schüler/innen mit Körperbehinderung
132961,Lebensbeistand und Sterbebegleitung von Kindern und Jugendlichen mit einer lebensverkürzenden Erkrankung
132969,Inklusive Medienbildung in schulischen und außerschulischen Kontexten
134156,"Strategien, Methoden und Prinzipien der Unterstützten Kommunikation"
134159,Konzepte der Integration und Inklusion in schulischen und außerschulischen Kontexten
132966,Sexualpädagogik Inklusive
134153,Spezifische Konzepte der Bewegungsförderung (in außerschulischen Kontexten)
133451,Braille-Kurs
133729,Vorbereitungsveranstaltung Praxissemester - Förderschwerpunkt Sehen
133905,Inklusion zwischen Vision und Menschenrecht - Konsequenzen für das Bildungssystem
133915,Von der Idee zum Produkt - Wissenschaftliches Schreiben im Förderschwerpunkt Sehen
133493,Zerebral bedingte Sehbeeinträchtigungen
133910,Spezifische Kompetenzen und deren Vermittlung - Vertiefende Fragestellungen der Rehabilitation blinder und sehbehinderter Menschen
133241,"Narrativ-diskursive Kompetenzen. Entwicklung, Diagnostik, Therapie und Förderung der Erzählfähigkeit"
133299,Grundlagen und Didaktik der Mehrsprachigkeit
133730,Vorbereitungsveranstaltung Praxissemester - Förderschwerpunkt Sprache und Kommunikation
134202,Förderung grammatischer Fähigkeiten im schulischen Kontext
134209,Ausgewählte Themen aus Sprache und Kommunikation
134220,Evaluation eines Gruppentrainings bei phonologischen Störungen
134222,Förderung der auditiven Wahrnehmung und Verarbeitung im schulischen Kontext
134224,Projekt: Sprachförderung im Fachunterricht
134223,Projekt: Mathe + Sprache
13002Sam,"Sammelanmeldung Ethik, Integration, Partizipation"
130059,Behinderung und Drittes Reich
132595,Intersektionalitätsforschung in den Rehabilitationswissenschaften
132599,"Gewalt gegen Menschen mit Behinderungen, Ausmaße-Hintergründe-Prävention"
132845,Migration und Behinderung
133967,Bildungsungleichheit im deutschen Schulsystem
133970,Armut und Ungleichheit in Deutschland
134005,Forschungswerkstatt: Empirische Forschung zu den Berufs- und Karrierechancen von Menschen mit Behinderungen
134310,Diagnose und individuelle Förderung in inklusiven Schulen
134311,Diagnose und individuelle Förderung in inklusiven Schulen
134328,Im Team zur inklusiven Schule
134332,Internationale Entwicklung der schulischen Inklusion
133083,Inklusion und Teilhabe im gesellschaftlichen Diskurs
132109,Methoden der empirischen Sozialforschung - quantitative Verfahren
132100,Praxisbeispiele: Dokumentation und Analyse
134412,Planung und Auswertung empirischer Untersuchungen
143212,SAMMELANMELDUNG - Aktuelle Problemlagen der Vergleichenden Politikwissenschaft
143212a,Aktuelle Problemlagen der Vergleichenden Politikwissenschaft
143212b,Internationale Organisationen
146004,Bibelkunde des Alten und Neuen Testaments
146007,Einführung in das wissenschaftliche Arbeiten
146009,"""Forschungswerkstatt"": Interreligiöses Lernen"
146011,Exkursion nach Buchenwald 06.04.-08.04.18
147102,Glaube und Wirklichkeitsverständnis - Biblische Theologie und ihre Didaktik (BAM 2 oder BAM 7.3)
147103,Didaktikseminar Glaube und Wirklichkeitsverständnis - Biblische Theologie und ihre Didaktik (BAM 2)
147104,Methodenseminar Biblische Theologie und ihre Didaktik (BAM 2 oder BAM 7.4)
147121,Einführung Systematische Theologie
147125,Systematische Theologie
147126,Didaktisches Seminar Systematische Theologie
147118,Glaube und Handeln/Praktische Theologie
147119,Glaube und Handeln/Praktische Theologie (Seminar zur Vorlesung)
147152,Einführung in die Religionspädagogik
147108,Einführung in eine biblische Sprache: Bibelgriechisch
147136,Von Rechts nach Links gelesen: Einführung in das Biblische Hebräisch
147137,Tutorium Bibelhebräisch
147138,Tutorium Bibelhebräisch
147141,Hebräische Lektüre (AT)
147153,Tutorium Bibelgriechisch
147105,"Patrologie: Leben, Lehre und Schriften der Kirchenväter"
147111,Einführung in die Praktische Theologie
147124,Grundfragen Ethik
147134,Jetzt versteh ich die Bibel AT I
147147,Mit Musik durch das Kirchenjahr - Geistliche Musik und ihr Einsatz im Unterricht
147120,Wie die Bibel lesen? Methoden der Bibelauslegung. Altes Testament II
147106,"Augustinus - Leben, Werk und Theologie"
147107,"Augustinus - Leben, Werk und Theologie"
147122,Studiengruppe I
147123,Studiengruppe II
147115,Lehrveranstaltung Interdisziplinarität
147113,Mensch in Darstellung und Vermittllung: Gottes- und Menschenbild in zeitgenössischer Kunst
147133,Wüste und Weinberg - Theologische Topographie im Buch Jesaja
147142,Lektüre zu BAM 11
147150,Schule als Ort von Friedensbildung (Vertiefung im Bereich christliches Engagement in heutiger Gesellschaft)
147154,"Offenes Angebot: Exkursion zum Westfälischen Kunstverein Münster ""I Utter Other"" Lecture Performance von Slavs and Tatars."
147155,Offenes Angebot: Katholikentag in Münster
147131,Diagnose von religiösen Denk- und Handlungsmustern
147132,Lernberatungsrolle in religiösen Lernprozessen
147117,"Vorbereitungsseminar zum Praxissemester SF, GS und HRGe"
147140,"Begleitseminar zum Praxissemester (GyGe, BK)"
147144,"Vorbereitungsseminar zum Praxissemester GS-SoPäF, GyGe und BK"
147145,Begleitseminar zum Praxissemester GS und SoPäF
147146,Begleitseminar zum Praxissemester HRSGe
147112,Theololgisches Projekt
147100,Forschung (MAM 4 oder MAM 3.1b: Interkulturelle Exegese)
147101,Biblische Hermeneutik (Katholische Theologie in interkulturellen/interreligiösen Kontexten) - (MAM 3.1c)
147128,Kontextuelle Hermeneutik aus systematisch-theologischer Perspektive
147129,Vertiefung Systematische Theologie
147149,Abrahmitische Friedenstheologie als religionspädagogische Chance und Herausforderung (Vertiefung Praktische Theologie/Religionspädagogik in interkulturellen/interreligiösen Kontexten)
147130,Theologische Forschung
147135,Theologische Forschung - Altes Testament
147151,Forschung: Fabelnd Denken und Lernen. Zur religionspädagogischen Relevanz von Fiktionskompetenz
147109,Fachpraktisches Seminar für Studierende sonderpädagogischer Förderung
147110,Didaktik und Methodik religiösen Lernens
147127,"Fachdidaktik GHRSp, GyGeBK"
147139,Fachdidaktik: Bibeldidaktik Gym/Ges;K BK; H/R/G; SP; GS. Das Buch Jona
147148,"Fachdidaktik: ""Fürchte dich nicht!"" - Lernen mit Musik im Religionsunterricht"
147114,Vertiefung MA-Arbeit
151203F7,Experten für das Lesen 1 (blended learning)
151102L4,Wortschatzerwerb im DaF-Unterricht
151109L4,Erwerb der kommunikativen Kompetenz im DaF-Unterricht
151603F7,Methoden und Konzepte für den Deutschunterricht mit Seiteneinsteigern
151605F7,Förderplanung im Deutschunterricht
151608L3,Diagnose und Förderung von Lernerkompetenzen in einer mehrsprachigen Lerngruppe
151609F7,Sprachdidaktik in mehrsprachigen Lerngruppen
151801F8,Verfahren der Sprachdiagnose
152124L4,Grammatik des Deutschen und Russischen im Sprachvergleich
152226L2,Erwerb der Lese- und Schreibkompetenz im DaZ-Unterricht (Schwerpunkt DaZ)
151102,Wortschatzerwerb im DaF-Unterricht
151109,Erwerb der kommunikativen Kompetenz im DaF-Unterricht
151305,"Praxisseminar: ""Sprachförderung von Seiteneinsteiger-SchülerInnen"" (Sek I)"
151305BDH,"Praxisseminar: ""Sprachförderung von Seiteneinsteiger-SchülerInnen"" (Sek I)"
151305BVM,"Praxisseminar: ""Sprachförderung von Seiteneinsteiger-SchülerInnen"" (Sek I)"
151305F7,"Praxisseminar: ""Sprachförderung von Seiteneinsteiger-SchülerInnen"" (Sek I)"
151306,Diagnose und Förderung in mehrsprachigen Lerngruppen Kurs A
151306BDH,Diagnose und Förderung in mehrsprachigen Lerngruppen Kurs A
151306BVM,Diagnose und Förderung in mehrsprachigen Lerngruppen Kurs A
151306L4,Diagnose und Förderung in mehrsprachigen Lerngruppen Kurs A
151307,Diagnose und Förderung in mehrsprachigen Lerngruppen Kurs B
151307BDH,Diagnose und Förderung in mehrsprachigen Lerngruppen Kurs B
151307BVM,Diagnose und Förderung in mehrsprachigen Lerngruppen Kurs B
151307L4,Diagnose und Förderung in mehrsprachigen Lerngruppen Kurs B
151310,"Phonetik, Phonologie und Diagnostik"
151310BDH,"Phonetik, Phonologie und Diagnostik"
151310BVM,"Phonetik, Phonologie und Diagnostik"
151310F6,"Phonetik, Phonologie und Diagnostik"
152124,Grammatik des Deutschen und Russischen im Sprachvergleich
152224,"Sprachliche, kognitive und musikalische Frühförderung: Ein- und Zweisprachigkeit in der Kita-Uni"
152226,Erwerb der Lese- und Schreibkompetenz im DaZ-Unterricht (Schwerpunkt DaZ)
152227,Schreibentwicklung (Schwerpunkt: Schreibentwicklung)
156101,NUR FÜR STUDENTISCHE FÖRDERLEHRER/INNEN! Ausbildungsseminar – Sprachliche Kompetenz für Schüler mit Migrationshintergrund
156102,NUR FÜR STUDENTISCHE FÖRDERLEHRER/INNEN! Ausbildungsseminar – Sprachliche Kompetenz für Schüler mit Migrationshintergrund
156103,NUR FÜR STUDENTISCHE FÖRDERLEHRER/INNEN! Ausbildungsseminar für Studentische Förderlehrer/innen – Sprachliche Kompetenz für Schüler mit Migrationshintergrund
156104,NUR FÜR STUDENTISCHE FÖRDERLER/INNEN! Ausbildungsseminar für Studentische Förderlehrer/innen – Sprachliche Kompetenz für Schüler mit Migrationshintergrund
156105,NUR FÜR STUDENTISCHE FÖRDERLEHRER/INNEN! Ausbildungsseminar – Sprachliche Kompetenz für Schüler mit Migrationshintergrund
156106,NUR FÜR STUDENTISCHE FÖRDERLEHRER/INNEN! Ausbildungsseminar – Sprachliche Kompetenz für Schüler mit Migrationshintergrund
151203,Experten für das Lesen 1 (blended learning)
151302,Experten für das Lesen 2 (blended learning)
151302BDH,Experten für das Lesen 2 (blended learning)
151302BVM,Experten für das Lesen 2 (blended learning)
300170,Literaturdidaktik
300171,Sprachdidaktik
151603,Methoden und Konzepte für den Deutschunterricht mit Seiteneinsteigern
151605,Förderplanung im Deutschunterricht
151608,Diagnose und Förderung von Lernerkompetenzen in einer mehrsprachigen Lerngruppe
151609,Sprachdidaktik in mehrsprachigen Lerngruppen
151801,Verfahren der Sprachdiagnose
154003,Sprachwissenschaften Hauptseminare (Sammelanmeldung)
154151,A woman in a man's world: Gender and the battle of the sexes in medieval English language
154152,Language during the Lifespan
154153,Language Variation
154154,Language and Emotion
154155,Translation: Theory and Practice
154156,Structure and Meaning of the English Noun Phrase
154157,Neuirisch II
154158,Modern Irish Songs
154159,Linguistics Projects
154321,Theories of Second Language Acquisition
154441,Project Design and Evaluation
154442,Project Design and Evaluation
154443,Project Design and Evaluation
154444,Project Design and Evaluation
154009,Introduction to Teaching English as a Foreign/Second Language (Sammelanmeldung)
154301,Introduction to Teaching English as a Foreign/Second Language (Kurs A)
154302,Introduction to Teaching English as a Foreign/Second Language (Kurs B)
154303,Introduction to Teaching English as a Foreign/Second Language (Kurs C)
154304,Introduction to Teaching English as a Foreign/Second Language (Kurs D)
154305,Introduction to Teaching English as a Foreign/Second Language (Kurs E)
154306,Introduction to Teaching English as a Foreign/Second Language (Kurs F)
154010,Englische Fachdidaktik Hauptseminare (Sammelanmeldung)
154223,"Picture Books in the Primary English Classroom, Group A"
154224,"Picture Books in the Primary English Classroom, Group B"
154322,Creating Classroom Materials and Classtests in Sek II
154323,"Drama, Music and Stories in Primary School"
154324,Content and Language Integrated Learning at Primary and Secondary Level
154325,Teaching Teenage and Young Adult Fiction
154326,Teaching Grammar and Vocabulary
154328,Teaching English in Vocational Schools
154329,Teaching Shakespeare
154330,Teaching the Four Skills
154332,Cooperative Language Learning
154333,Corpus Linguistics in the Classroom
154334,Teaching English to Students with Dyslexia and Associated Learning Differences
154335,The Transition from Primary to Secondary School in the EFL Classroom
154011,Vorbereitung auf das Praxissemester (Sammelanmeldung)
154341,"Vorbereitung auf das Praxissemester, Kurs A: GyGe/BK"
154342,"Vorbereitung auf das Praxissemester, Kurs B:HRSGe"
154343,"Vorbereitung auf das Praxissemester, Kurs C: GS/SP"
154344,"Begleitseminar für das Praxissemester Gruppe A: G, HRGe, BK, SP"
154345,Begleitseminar für das Praxissemester Gruppe B: GyGe
154015,British Studies Hauptseminare (Sammelanmeldung)
154221,"Western Myths of Russia from 'Giant to 'Néant', Group A"
154222,"Western Myths of Russia from 'Giant to 'Néant', Group B"
154225,Visualizing Sherlock - The Making of a Cultural Icon
154426,Forms of Religious Experience in British Poetry
154521,Imperial Monsters
154522,The Cultural Geography of the City
154525,A History of British Riots
154526,1599
154527,Representing Terrorism
154018,American Studies Hauptseminare (Sammelanmeldung)
154661,Sitcoms
154662,Urban Spaces 1800-2018
